year	quarter	CR1	QR	ICR	ALR	ART	ITR	APTR	FATR	TATR	WCTR	FAGR	TAGR	PGR	ORGR	OPGR	ROA	FAPM	NARR	OPR	CPI	IVA.growth	GDP.growth	RMB.US.Spot.rate	shorterm.interest.rate	M2.growth
2011	1	1.64032	1.208514	-0.736211	0.367028	0.703724	0.859087	1.1239	4.731988	0.132859	0.55051	-0.010282	0.012787	-0.828274	0.437389	-0.815986	-0.003786	-0.134831	-0.005925	-0.034078	4.93	14.33	9.7	6.58	5.516667	16.55746923
2011	2	1.586404	1.184562	1.576446	0.391846	1.375445	1.823388	2.113025	10.76211	0.293064	1.228243	-0.020587	0.064556	-2.444616	0.262552	-2.036492	0.001641	0.06026	0.002622	0.00055	5.23	13.93	9.5	6.5	5.85	15.43661454
2011	3	1.678812	1.224389	1.469652	0.351861	2.031318	2.696487	3.228127	14.616104	0.432374	1.77657	0.082964	-0.000097	-0.879712	-0.230932	-1.157002	0.002356	0.079645	0.003644	-0.00133	5.6	13.77	9.1	6.42	6.1	13.7584146
2011	4	1.556044	1.112906	1.634251	0.382805	2.479158	2.871015	3.166029	17.448446	0.50122	2.184944	0.074869	0.057884	5.120081	-0.370125	12.119698	0.006247	0.217461	0.009905	-0.02004	5.5	12.8	8.9	6.36	6.1	16.75804914
2012	1	1.542562	1.098657	-0.516174	0.386687	0.523569	0.593283	0.615358	3.983453	0.11392	0.540241	-0.023644	0.000533	-1.925174	0.469524	-0.546661	-0.003553	-0.124255	-0.005776	-0.036698	4.07	12	8.1	6.31	6.1	17.52529737
2012	2	1.527333	1.073373	1.629298	0.377505	1.319489	1.459979	1.57282	9.516558	0.280307	1.363677	0.021497	-0.013272	-2.558247	0.44359	-2.018322	0.001997	0.067816	0.003223	0.000275	3.5	9.47	7.6	6.33	6.016667	17.945193
2012	3	1.461701	1.00532	1.30426	0.414491	1.872714	1.92067	2.220612	13.897542	0.392541	1.948663	-0.000937	0.048794	-1.027953	-0.248185	-1.120305	0.001786	0.063226	0.002972	-0.001083	2.93	9.1	7.4	6.35	5.6	19.07042865
2012	4	1.322416	1.03427	-1.926447	0.446976	2.356127	3.19929	3.191813	18.42674	0.533847	3.009043	0.04717	0.045526	231.358917	0.163413	66.76398	-0.033385	-1.152331	-0.057127	-0.06438	2.67	10	7.9	6.24	5.6	14.49413194
2013	1	1.301128	0.971997	1.566966	0.442893	0.49382	0.730754	0.729241	4.148874	0.119294	0.860676	-0.020886	-0.004355	-1.048146	-0.135022	-1.041621	0.00166	0.05774	0.002991	0.01161	2.36	9.6	7.7	6.22	5.6	15.57882161
2013	2	1.183831	0.889693	1.675102	0.4504	1.015357	1.653157	1.479849	6.757071	0.242828	2.153094	0.524852	0.037028	0.550462	0.077751	-8.959061	0.004148	0.115432	0.007525	-0.038885	2.4	9.13	7.5	6.15	5.6	15.26833409
2013	3	1.127083	0.79689	1.323881	0.445872	1.626755	2.431708	2.405914	10.6693	0.380248	3.813596	0.491202	0.026651	-1.410853	0.075628	-0.839794	0.003128	0.087771	0.005651	-0.029533	2.48	10.1	7.8	6.13	5.6	14.46348577
2013	4	1.203815	0.835782	1.477159	0.490928	3.205599	4.089828	4.469055	18.266073	0.669929	5.87807	0.688134	0.125049	-4.02355	1.366088	-2.385886	0.005986	0.163217	0.0113	-0.012556	2.62	10	7.7	6.09	5.6	14.03099259
2014	1	1.305179	0.903124	1.442622	0.504342	0.755159	0.726191	0.842163	3.106239	0.132147	1.25579	-0.015294	0.029593	-0.557721	-0.537911	-1.472963	0.001236	0.029054	0.002461	-0.007656	2.33	8.7	7.4	6.1	5.6	12.865347
2014	2	1.249666	0.874425	1.147263	0.511505	1.49626	1.490048	1.854361	6.114733	0.264895	2.786863	0.035226	0.043873	-1.31864	0.018641	-0.622501	0.000836	0.019305	0.001677	-0.005224	2.22	8.9	7.5	6.23	5.6	13.79200024
2014	3	1.286981	0.878868	0.759341	0.533323	2.130932	2.066208	2.600415	9.133251	0.383763	3.715181	0.015101	0.086396	6.334238	-0.051009	8.91466	-0.001991	-0.047376	-0.004088	-0.013131	2.21	7.97	7.3	6.17	5.6	12.62835459
2014	4	1.121488	0.763865	1.253466	0.559556	3.558813	3.195251	4.512507	13.876063	0.60478	8.594292	0.170761	0.166795	-2.936861	0.966117	-2.337323	0.003324	0.076258	0.00704	-0.00018	2.04	7.6	7.3	6.15	5.6	11.6766024
2015	1	1.110387	0.74682	0.085017	0.568329	0.670351	0.590917	0.933291	2.612311	0.111591	2.064421	-0.028528	0.01463	-1.50496	-0.485411	-1.775194	-0.002439	-0.057102	-0.005594	-0.030372	1.02	6.27	7	6.24	5.516667	10.52284864
2015	2	1.054222	0.688258	1.114537	0.567008	1.439	1.231592	1.986647	5.59219	0.239917	5.908238	-0.011422	0.023362	-2.27038	0.159281	-1.931509	0.000657	0.015306	0.001504	-0.000963	1.27	6.27	7	6.2	5.1	10.13337373
2015	3	1.039416	0.673547	-0.030613	0.573317	1.809725	1.552113	2.52971	7.266229	0.301714	8.097739	-0.083435	0.014876	-4.228431	-0.530068	-4.084127	-0.009344	-0.225021	-0.021553	-0.033038	1.39	5.93	6.9	6.3	4.683333	13.24902758
2015	4	0.905428	0.697476	-1.323993	0.591639	2.288754	2.381566	3.390734	10.065785	0.395213	2591.325892	-0.204187	-0.003412	1.144022	0.479162	1.883717	-0.031072	-0.791383	-0.073209	-0.097142	1.43	5.9	6.8	6.4	4.35	13.50407781
