year	quarter	000021DebtCapc	000021OperCapc	000021DeveCapc	000021EarnCapc	000066DebtCapc	000066OperCapc	000066DeveCapc	000066EarnCapc	CPI	RMB.US.Spot.rate	shorterm.interest.rate	M2.growth	GDP.growth	IVA.growth	financial.crisis
2008	4	10.07928	34.373828	0.202619384	0.20362863	-4.19797239	-15.2948318	0.30462503	0.075473372	6.3	6.84	5.31 	15.83 	6.8	6.43	1
2009	1	83.36274	-18.186821	-0.693020902	-0.14128888	-2.27417892	-11.955773	-1.604463071	0.051903585	0.03	6.84	4.86 	21.52 	6.1	5.46	1
2009	2	84.81936	-13.448634	0.464219918	-0.10430784	0.68401251	-9.4942044	5.421287208	-0.186311515	-0.93	6.83	4.86 	26.67 	7.9	8.97	0
2009	3	84.14753	-3.862227	0.350857206	-0.0449121	1.36408089	-8.3183757	1.540332402	-0.483137535	-1.17	6.83	4.86 	28.71 	8.9	12.33	0
2009	4	85.01528	8.314559	0.662884427	0.03017689	1.10215318	8.0141819	6.190469432	-0.262196699	-0.9	6.83	4.86 	29.17 	10.7	17.93	0
2010	1	84.69923	-12.258828	-0.322617747	-0.12835573	-1.18755509	-5.0322206	0.296429497	0.017694318	1.93	6.83	4.86 	24.66 	11.9	20.03	0
2010	2	92.05205	-2.501769	0.476738392	-0.03720478	-2.56615312	3.044387	0.471543458	-0.042346144	2.5	6.82	4.86 	20.28 	10.3	16	0
2010	3	91.48119	8.313302	-0.359585421	0.02732524	-26.592104	11.2059479	0.066927866	-0.073130034	2.8	6.77	4.86 	18.60 	9.6	13.53	0
2010	4	94.63357	19.022264	0.23173835	0.09225292	-58.29719178	17.8086146	2.911516455	-0.1542045	3.17	6.65	5.18 	19.23 	9.8	13.3	0
2011	1	79.88876	-17.392666	-0.818017419	-0.16607977	-5.9937239	-5.7084216	0.297548713	0.039225705	4.93	6.58	5.52 	16.56 	9.7	14.33	0
2011	2	80.73033	-10.393052	0.855472398	-0.11823551	-5.65617331	0.2742944	0.244639725	0.001637329	5.23	6.5	5.85 	15.44 	9.5	13.93	0
2011	3	81.20355	-4.290376	0.186768072	-0.06525317	-20.04900478	7.0686606	-0.236700485	-0.005631534	5.6	6.42	6.10 	13.76 	9.1	13.77	0
2011	4	79.49805	5.300899	-0.382922554	-0.0297191	2.14539989	13.6463722	4.501524481	-0.042461396	5.5	6.36	6.10 	16.76 	8.9	12.8	0
2012	1	79.05954	-19.610598	-0.554704073	-0.17378078	-5.36447674	-6.0521239	-0.098187284	0.079650903	4.07	6.31	6.10 	17.53 	8.1	12	0
2012	2	79.2216	-13.138912	-0.81178872	-0.16717594	-4.18461645	-0.4802596	-0.523261372	0.070046362	3.5	6.33	6.02 	17.95 	7.6	9.47	0
2012	3	78.57223	-7.181169	-3.344426453	-0.17819098	-3.72698883	6.6955736	1.216929145	0.049021059	2.93	6.35	5.60 	19.07 	7.4	9.1	0
2012	4	76.639	1.077808	-0.881089834	-0.18899976	-4.22265115	14.8877788	-1.305528635	0.076578033	2.67	6.24	5.60 	14.49 	7.9	10	0
2013	1	77.09191	-18.825411	-2.186058568	-0.17251241	-4.60335025	-5.830796	0.009177446	0.113652845	2.36	6.22	5.60 	15.58 	7.7	9.6	0
2013	2	76.86529	-11.921341	-0.101295967	-0.15300817	-4.83826559	0.8350337	4.82428885	0.162659628	2.4	6.15	5.60 	15.27 	7.5	9.13	0
2013	3	77.06307	-5.653179	2.229558037	-0.10303982	-5.47697104	7.6265649	2.184250566	0.285218122	2.48	6.13	5.60 	14.46 	7.8	10.1	0
2013	4	77.07285	2.284882	-0.182398884	-0.06193763	-5.28669044	17.2888769	-0.197860871	0.310965056	2.62	6.09	5.60 	14.03 	7.7	10	0
2014	1	74.80667	-17.098442	-4.058503572	-0.29664937	-7.73781764	-3.7392825	7.422040074	0.270195962	2.33	6.1	5.60 	12.87 	7.4	8.7	0
2014	2	76.41731	-11.523869	-2.614249055	-0.20491636	-6.35794934	5.2033364	-0.398986209	0.270305663	2.22	6.23	5.60 	13.79 	7.5	8.9	0
2014	3	77.43591	-4.743587	0.567467586	-0.08977168	-4.86766994	12.2657201	-14.74187096	0.201708977	2.21	6.17	5.60 	12.63 	7.3	7.97	0
2014	4	77.34538	4.502979	-0.955137168	-0.06832028	-4.65115757	25.4405874	-0.705009631	0.198367688	2.04	6.15	5.60 	11.68 	7.3	7.6	0
2015	1	83.4896	-19.190494	0.56033624	-0.15556593	-5.00995871	-3.867804	-23.6312782	0.201600997	1.02	6.24	5.52 	10.52 	7	6.27	0
2015	2	79.96547	-14.503976	0.786861138	-0.09466638	-5.11402782	3.1173181	-0.167981183	0.223838861	1.27	6.2	5.10 	10.13 	7	6.27	0
2015	3	78.91877	-9.130218	-1.241032508	-0.1026042	-4.94847755	11.8721305	1.680223069	0.268681052	1.39	6.3	4.68 	13.25 	6.9	5.93	0
2015	4	78.04687	-2.498365	7.083882553	-0.08642819	-4.54528662	20.0615518	-3.29679511	0.155433502	1.43	6.4	4.35 	13.50 	6.8	5.9	0
